webshop_name|brand|pc
Bluefly|Only Hearts Club|3
Farfetch|Sly 010|3
Farfetch|Arc'Teryx|3
Lord & Taylor|Kut From The Kloth|3
Neiman Marcus|Stefano Ricci|3
Nordstrom_SS|Tibi|3
Nordstrom_SS|Thom Browne|3
Nordstrom_SS|Balmain|3
Saks Fifth Avenue|Ymc|3
Shopbop|Blue Life|3
Shopbop|Thakoon|3
Target|Hulk|3
Bloomingdale's_SS|Ella Moss|3
Bloomingdale's_SS|Cohesive|3
Farfetch|Sessun|3
Saks Fifth Avenue|Proenza Schouler|3
Bloomingdale's|Moncler|3
Dillard's|Jones New York Signature|3
Farfetch|Au Courant|3
Nordstrom_SS|Robert Graham|3
Bloomingdale's|Commando|2
Bloomingdale's|Vintage Havana|2
Bloomingdale's|Superdry|2
Matches Fashion|Versace|2
Bloomingdale's|Sol Angeles|2
Macy's|Pendleton|2
Bloomingdale's|G-Star|2
Macy's|Eileen Fisher|2
JCPenney|Jogger|2
Myntra|Riot|2
JCPenney|Moisture-Wicking|2
Net-A-Porter|House Of Holland|2
Matches Fashion|Baja East|2
Nordstrom|Zella Girl|2
Matches Fashion|Zai|2
Nordstrom|Deus Ex Machina|2
Matches Fashion|Maison Kitsuné|2
Nordstrom|Ten Sixty Sherman|2
Matches Fashion|Thaddeus O'Neil|2
Nordstrom|Fjällräven|2
Urban Outfitters|Mm6|2
Nordstrom|Parke & Ronen|2
Urban Outfitters|Selected Femme|2
Sears|Marvel Comics|2
Urban Outfitters|Blanknyc|2
Sears|Spider-Man|2
Urban Outfitters|Unique Batik|2
Sears|Burton|2
Urban Outfitters|Venroy|2
Sears|Kinetic|2
Kohls|Cuddl Duds|2
Sears|Peter Grimm|2
Kohls|R&O|2
Sears|Tatami Fightwear|2
Net-A-Porter|Richard Nicoll|2
Asos|Echo|2
Nordstrom|Moncler|2
Asos|Stella Mccartney|2
Nordstrom|Cosabella|2
Asos|A/Wear|2
Nordstrom|Stance|2
Asos|Home Affaire|2
Nordstrom|Andrew Christian|2
Bloomingdale's_SS|Freya|2
Sears|Dakine|2
Farfetch|J Brand|2
Sears|Kayden K|2
Farfetch|Acne|2
Sports Authority|Fifth Sun|2
Farfetch|Z Zegna|2
Asos|Freddy|2
Lord & Taylor|Nic+Zoe|2
Asos|Puffa|2
Nordstrom_SS|Eleven Paris|2
Asos|Unconditional|2
Nordstrom_SS|Emilio Pucci|2
Bloomingdale's_SS|Billy Reid|2
Nordstrom_SS|Classiques Entier|2
Bluefly|Kinetix|2
Nordstrom_SS|Markus Lupfer|2
Farfetch|The Elder Statesman|2
Nordstrom_SS|Dynamix|2
Farfetch|Wings + Horns|2
Nordstrom_SS|Staple|2
Farfetch|Sam.|2
Nordstrom_SS|Todd Snyder|2
Lord & Taylor|Steve Madden|2
Nordstrom_SS|Alternative Apparel|2
Lord & Taylor|Superdry|2
Nordstrom_SS|2xist|2
Neiman Marcus|Bottega Veneta|2
Shopbop|Blk Dnm|2
Neiman Marcus|David Lerner|2
Shopbop|Inhabit|2
Neiman Marcus|Rlx Ralph Lauren|2
Shopbop|Sachin + Babi|2
Neiman Marcus|Ralph Lauren Black Label|2
Shopbop|Lela Rose|2
Neiman Marcus|Kenzo|2
Shopbop|Camo|2
Nordstrom_SS|Camo|2
Shopbop|Dsquared2|2
Nordstrom_SS|Ingrid & Isabel|2
Walmart|Insten|2
Nordstrom_SS|A.L.C.|2
Bloomingdale's|Freya|2
Nordstrom_SS|Peace Love World|2
JCPenney|Fleece|2
Nordstrom_SS|Maternal America|2
Matches Fashion|Tomorrowland|2
Saks Fifth Avenue|Salvatore Ferragamo|2
Matches Fashion|Off White|2
Shopbop|Baldwin Denim|2
Urban Outfitters|Sparkle & Fade|2
Shopbop|Kate Spade|2
Urban Outfitters|Zanerobe|2
Shopbop|Yin & Yang|2
Urban Outfitters|Maaji|2
Shopbop|Blank|2
Kohls|Levi'S|2
Walmart|Rothco|2
Net-A-Porter|Rick Owens|2
Bloomingdale's|Michael Stars|2
Sears|So|2
Bloomingdale's|Shipley & Halmos|2
Sears|Nomis Design|2
Matches Fashion|Stone Island|2
Sears|Canari Cycle|2
Urban Outfitters|Mad Love|2
Sears|Dc|2
Macy's|Rachel Rachel Roy|2
Sears|Knockout|2
Myntra|Antony Morato|2
Asos|Bzr|2
Myntra|John Players|2
Asos|Santa Cruz|2
Net-A-Porter|Tomas Maier|2
Bloomingdale's_SS|Adidas|2
Nordstrom|Kiehl’S Since 1851|2
Bluefly|South Beach|2
Sears|Heart And Core|2
Farfetch|Franklin & Marshall|2
Sears|Volkl|2
Farfetch|Anastasia|2
Sears|Richmond Riverdogs|2
Farfetch|Ralph Lauren Blue Label|2
Bloomingdale's_SS|Reiss|2
Lord & Taylor|Lafayette|2
Bloomingdale's_SS|Alythea|2
Neiman Marcus|Band Of Outsiders|2
Farfetch|Cavallini|2
Neiman Marcus|Vilebrequin|2
Neiman Marcus|Iro|2
Nordstrom_SS|Kate Spade|2
Nordstrom_SS|Diane Von Furstenberg|2
Nordstrom_SS|Gottex|2
Nordstrom_SS|Ace Delivery|2
Nordstrom_SS|Vigoss|2
Nordstrom_SS|Atm Anthony Thomas Melillo|2
Nordstrom_SS|Natori|2
Nordstrom_SS|Moschino|2
Nordstrom_SS|Sandro|2
Saks Fifth Avenue|St. John|2
Saks Fifth Avenue|Chloé|2
Shopbop|Heidi Merrick|2
Saks Fifth Avenue|Giambattista Valli|2
Shopbop|Won Hundred|2
Shopbop|Vera Wang|2
Matches Fashion|Missoni|2
Shopbop|Rochas|2
Matches Fashion|Longjourney|2
Shopbop|Notte By Marchesa|2
Urban Outfitters|Joypeace|2
Walmart|Champion|2
Urban Outfitters|Pins And Needles|2
Bloomingdale's|Bella Dahl|2
Urban Outfitters|Pendleton|2
Macy's|Denim & Supply Ralph Lauren|2
Macy's|Versace|2
Sears|Laura Scott|2
Macy's|True Religion|2
Sears|Salomon|2
Myntra|Etc|2
Sears|Voler|2
Sears|Sessions|2
Sears|Carmel Towel Company|2
Bloomingdale's_SS|Camo|2
Sears|Marc Ecko|2
Bluefly|Bardot|2
Six:02|Intelliskin|2
Farfetch|Blk Dnm|2
Sports Authority|Slazenger|2
Farfetch|Ermanno Scervino|2
Asos|The Furies|2
Farfetch|Mary Katrantzou|2
Asos|Standard Issue|2
Lord & Taylor|Ecko Unlimited|2
Farfetch|Christophe Lemaire|2
Nordstrom_SS|Justice|2
Farfetch|Maison Scotch|2
Shopbop|Daftbird|2
Neiman Marcus|Caroline Rose|2
Shopbop|Kain Label|2
Neiman Marcus|Bailey 44|2
Urban Outfitters|Cuckoos Nest|2
Nordstrom_SS|Valentino|2
Macy's|Uttermost|2
Nordstrom_SS|Original Penguin|2
Macy's|32 Degrees|2
Nordstrom_SS|Wings + Horns|2
Myntra|In The Closet|2
Nordstrom_SS|Pam & Gela|2
Ralph Lauren|Rlx|2
Matches Fashion|Craig Green|2
Sears|Mr. Swim|2
Sears|Nautica|2
Asos|Sam Edelman|2
Sears|Russell Athletics|2
Dillard's|Chaus|2
Bloomingdale's_SS|John Varvatos|2
Walmart|Danskin|2
Farfetch|Enfants Riches Deprimes|2
Bloomingdale's|Soft Joie|2
Farfetch|Carhartt|2
Bloomingdale's|Elizabeth And James|2
Bloomingdale's|Le Mystere|2
Bloomingdale's|Elie Tahari|2
JCPenney|Delta Burke|2
Bloomingdale's|Lucio Castro|2
Matches Fashion|Ami|2
carbon38|Lorna Jane|2
Urban Outfitters|Groceries|2
Urban Outfitters|Staring At Stars|2
Urban Outfitters|Roam Hawai'I|2
Urban Outfitters|Salt|2
Urban Outfitters|Herban Essentials|2
Kohls|Nick Faldo|2
Urban Outfitters|Quiksilver Original Boardshorts|2
Macy's|Lily Of France|2
Macy's|Sperry Top-Sider|2
Macy's|Kipling|2
Net-A-Porter|Markus Lupfer|2
Macy's|Ambig|2
Net-A-Porter|Michael Michael Kors|2
Myntra|Restless|2
Net-A-Porter|Karl Lagerfeld|2
Myntra|Harvest|2
Net-A-Porter|Theory|2
Nordstrom|Clarks® Originals|2
Net-A-Porter|Orlebar Brown|2
Nordstrom|Original Penguin|2
Nordstrom|Manduka|2
Nordstrom|Diesel®|2
Sears|Satva|2
Sears|Shebeest|2
Sears|Sprigs|2
Sears|Grateful Dead|2
Sears|Slim Shape|2
Sears|Affliction|2
Sears|Roxy|2
Sports Authority|N For Next|2
Sears|Transformers|2
Asos|Dress Gallery|2
Sears|Buffalo David Bitton|2
Asos|Isabella Oliver|2
Sears|Kingpin|2
Bloomingdale's_SS|Splendid Mills|2
Sears|Level Six|2
Bluefly|Wildfox Couture|2
Sears|One90one|2
Bluefly|Nanette Lepore|2
Farfetch|Paige|2
Farfetch|Alice + Olivia|2
Farfetch|Tibi|2
Farfetch|Todd Lynn|2
Farfetch|Cesare Paciotti|2
Farfetch|Sunpocket|2
Farfetch|Red Valentino|2
Farfetch|L'Autre Chose|2
Farfetch|Dirk Bikkembergs|2
Lord & Taylor|Tractr|2
Farfetch|Hermes|2
Nordstrom_SS|Wallis|2
Farfetch|Altuzarra|2
Nordstrom_SS|J Brand|2
Lord & Taylor|Bea Yuk Mui|2
Nordstrom_SS|Lole|2
Lord & Taylor|Ben Sherman|2
Nordstrom_SS|Sub Urban Riot|2
Neiman Marcus|Nina Ricci|2
Nordstrom_SS|Paul Smith|2
Nordstrom_SS|Rachel Roy|2
Shopbop|Markus Lupfer|2
Shopbop|Monroe|2
Shopbop|Iro|2
Target|Iron Man|2
Matches Fashion|Robinson Les Bains|2
Target|Mossimo|2
Urban Outfitters|Koral|2
Bloomingdale's|Hue|2
Urban Outfitters|Ecote|2
Bloomingdale's|Diesel|2
Macy's|Wrapped|2
Matches Fashion|Kenzo|2
Macy's|Hybrid Apparel|2
Matches Fashion|Moschino|2
Nordstrom|Bespoken|2
Urban Outfitters|Jaded London|2
Nordstrom|Lucky Brand|2
Macy's|Indigo Blue|2
Nordstrom|Koral|2
Net-A-Porter|Duffy|2
Nordstrom|Todd Snyder + Champion|2
Nordstrom|Calvin Klein|2
Sears|Petticoat Alley|2
Nordstrom|Emporio Armani|2
Sears|Primal Wear|2
Nordstrom|Baracuta|2
Sears|Adventure Time By Jazwares|2
Sears|United By Blue|2
Sears|Greg Norman|2
Asos|Antipodium|2
Asos|Oh My Love|2
Asos|Cake Lingerie|2
Bloomingdale's_SS|Panache|2
Asos|Sisley|2
Bluefly|Camo|2
Asos|Gap|2
Bluefly|Halston|2
Bluefly|Namaste|2
Bluefly|Cullen|2
Farfetch|Camo|2
Farfetch|Inhabit|2
Farfetch|M Missoni|2
Farfetch|G Star|2
Lord & Taylor|Elie Tahari|2
Farfetch|Jagger|2
Lord & Taylor|Red Haute|2
Neiman Marcus|Gypsy 05|2
Neiman Marcus|Chantelle|2
Nordstrom_SS|Three Dots|2
Nordstrom_SS|Heidi Merrick|2
Nordstrom_SS|Lanvin|2
Nordstrom_SS|Komarov|2
Nordstrom_SS|Feel The Piece|2
Nordstrom_SS|Craft|2
Nordstrom_SS|Rebecca Minkoff|2
Nordstrom_SS|Marni|2
Nordstrom_SS|Travis Mathew|2
Nordstrom_SS|Parke & Ronen|2
Nordstrom_SS|Sunspel|2
Saks Fifth Avenue|Neil Barrett|2
Nordstrom_SS|Rogue|2
Shopbop|Ella Moss|2
Walmart|Hanes|2
Shopbop|Generation Love|2
Walmart|Reebok|2
Walmart|Cw-X|2
Matches Fashion|Ymc|2
Bloomingdale's|Chrldr|2
Matches Fashion|A.P.C.|2
JCPenney|Haggar|2
Nordstrom|Native Youth|2
Matches Fashion|3.1 Phillip Lim|2
Sears|Body Language|2
Matches Fashion|Public School|2
Sears|Von Ronen|2
Matches Fashion|Givenchy|2
Sears|Arctix|2
Matches Fashion|Belstaff|2
Sears|Outdoor Gear Inc|2
Urban Outfitters|Minkpink|2
Sears|Blac Label|2
Urban Outfitters|Tommy Hilfiger|2
Asos|Wal G|2
Urban Outfitters|One Teaspoon|2
Bloomingdale's_SS|Elizabeth And James|2
Urban Outfitters|Pure Balance|2
Bloomingdale's_SS|Alex And Ani|2
Nordstrom|B.Tempt'D By Wacoal|2
Bluefly|Ames Bros|2
Sears|Oppo|2
Lord & Taylor|T Tahari|2
Sears|Russell Outdoors&Trade;|2
Nordstrom_SS|Robert Rodriguez|2
Sears|Tapout|2
Nordstrom_SS|Prabal Gurung|2
Sears|Ini|2
Nordstrom_SS|A.P.C.|2
Bluefly|Loralin|2
Nordstrom_SS|L'Agence|2
Farfetch|Designers Remix|2
Saks Fifth Avenue|Moncler|2
Farfetch|Armani Collezioni|2
Shopbop|Lot 78|2
Lord & Taylor|Junk Food|2
Shopbop|Timo|2
Neiman Marcus|Faith Connexion|2
JCPenney|Heart N Soul|2
Nordstrom_SS|Red Jacket|2
Lord & Taylor|Lafayette 148 New York|2
Nordstrom_SS|Loomstate|2
Nordstrom_SS|Oscar|2
Shopbop|Versace|2
Urban Outfitters|X By Gottex|2
Urban Outfitters|Lna|2
Nordstrom|Robert Barakett|2
Asos|Dansk|2
Bloomingdale's_SS|Bcbgeneration|2
Farfetch|Snobby Sheep|2
Nordstrom_SS|St. John|2
Nordstrom_SS|Izzue|2
Nordstrom_SS|Mountain Hardwear|2
Shopbop|Sauce|2
Shopbop|Madewell|2
Bloomingdale's|Nation Ltd|1
Bloomingdale's|Jack By Bb Dakota|1
Bloomingdale's|Tory Burch|1
Bloomingdale's|Cohesive|1
Bloomingdale's|Guess|1
Bloomingdale's|Burberry|1
Matches Fashion|By Walid|1
Matches Fashion|Dan Ward|1
Urban Outfitters|Coloradical|1
Kohls|Schmidt Brothers|1
Urban Outfitters|Full Court|1
Kohls|Starter|1
Kohls|Oh Baby By Motherhood|1
Macy's|Michelsons|1
Kohls|Urban Republic|1
Myntra|Wildcraft|1
Net-A-Porter|Joseph|1
Net-A-Porter|Finds|1
Net-A-Porter|American Vintage|1
Net-A-Porter|J.Crew|1
Net-A-Porter|Totême|1
Net-A-Porter|Mother Of Pearl|1
Nordstrom|Surface To Air|1
Nordstrom|Fits Sock|1
Nordstrom|Eton|1
Sears|2chique Boutique|1
Sears|Westcoast Fashionistas|1
Sears|Isis|1
Sears|Popvault|1
Sears|Ride|1
Sears|Young & Reckless|1
Sears|Star Wars|1
Sears|Hulkamania|1
Sears|El2fit|1
Sears|Us Marines|1
Sears|Bjj Life|1
Sears|Fender|1
Sears|Happy Family Clothing|1
Sears|Napoleon Dynamite The Movie|1
Asos|Insight|1
Sears|Bird & Cronin|1
Asos|Feud|1
Asos|Pilgrim|1
Asos|Denham Jeans|1
Bloomingdale's_SS|Charlie Jade|1
Bloomingdale's_SS|Diane Von Furstenberg|1
Bluefly|Natori|1
Bluefly|Athena|1
Bluefly|525 America|1
Bluefly|Pono By Joan Goodman|1
Bluefly|Nation Ltd.|1
Bluefly|Yaya Aflalo|1
Farfetch|Nicolas Andreas Taralis|1
Bluefly|Matiere|1
Farfetch|Burberry|1
Farfetch|Binetti|1
Nordstrom_SS|Roxy|1
Farfetch|Ralph Lauren Black Label|1
Nordstrom_SS|Melissa|1
Farfetch|New York Industrie|1
Nordstrom_SS|Msgm|1
Lord & Taylor|Quiksilver|1
Nordstrom_SS|Sundry|1
Neiman Marcus|Izod|1
Nordstrom_SS|Ezekiel|1
Nordstrom_SS|Rachel Zoe|1
Nordstrom_SS|Public School|1
Nordstrom_SS|Derek Lam|1
Saks Fifth Avenue|Patterson J. Kincaid|1
Nordstrom_SS|Mavi Jeans|1
Shopbop|Tibi|1
Nordstrom_SS|Pga|1
Shopbop|Glamorous|1
Nordstrom_SS|Lightning Bolt|1
Shopbop|Joseph|1
Saks Fifth Avenue|Atm Anthony Thomas Melillo|1
Shopbop|Lanston|1
Shopbop|Paul Smith|1
Shopbop|Alice + Olivia|1
Shopbop|Monique Lhuillier|1
Target|Avengers|1
Walmart|Goal Sporting Goods|1
Walmart|Moda|1
Walmart|Ufc|1
Bloomingdale's|Dknyc|1
Walmart|As Seen On Tv|1
Bloomingdale's|Bella Luxx|1
Bloomingdale's|Hard Tail|1
Bloomingdale's|Tommy Bahama|1
Bloomingdale's|Blk Dnm|1
Matches Fashion|Make Your Odyssey|1
Matches Fashion|Rag & Bone|1
Urban Outfitters|This Is Welcome|1
Matches Fashion|Hood By Air|1
Urban Outfitters|Ours|1
Urban Outfitters|Le Coq Sportif|1
Net-A-Porter|Dkny|1
Urban Outfitters|Ra Reflective|1
Net-A-Porter|Studio Nicholson|1
Kohls|Ryka|1
Net-A-Porter|Dagmar|1
Macy's|Vintage Red|1
Net-A-Porter|A.P.C. Atelier De Production Et De Création|1
Macy's|Honeydew|1
Nordstrom|New England Shirt Co.|1
Macy's|Gstar|1
Nordstrom|Ambsn|1
Sears|Loveall|1
Sears|Philadelphia Eagles|1
Sears|Red Stripe|1
Sears|Workaholics|1
Sears|Rmla|1
Sears|Coors|1
Sears|Panache Cyclewear|1
Sears|Dog Is Good|1
Sears|Rocawear|1
Sears|Special Blend|1
Sears|Zoot|1
Sears|Arrested Development|1
Sports Authority|Pl Movement By Pink Lotus|1
Sears|Ambig|1
Asos|Roxy|1
Sears|Dunning Golf|1
Asos|Supertrash|1
Sears|Endura|1
Asos|Maaji|1
Sports Authority|Shock Doctor|1
Asos|Barbour|1
Asos|Alexander Wang|1
Asos|23:23|1
Asos|Pop Beauty|1
Bloomingdale's_SS|Torn By Ronny Kobo|1
Asos|Reiss|1
Bloomingdale's_SS|Barbour|1
Asos|Onitsuka Tiger By Asics|1
Bloomingdale's_SS|Express|1
Asos|Puma Urban Mobility|1
Farfetch|Webster|1
Bloomingdale's_SS|Ugg|1
Farfetch|Ever|1
Bloomingdale's_SS|Old Navy|1
Farfetch|Thakoon|1
Bluefly|Costablanca|1
Farfetch|Isaac Sellam|1
Farfetch|Les (Art)Ists|1
Farfetch|Duvetica|1
Farfetch|Lauren Moshi|1
Farfetch|Quiksilver|1
Farfetch|Antonio Marras|1
Neiman Marcus|Carmen Marc Valvo|1
Farfetch|Yves Saint Laurent|1
Nordstrom_SS|Tory Burch|1
Neiman Marcus|Diesel|1
Saks Fifth Avenue|Lilly Pulitzer|1
Neiman Marcus|Charlie Jade|1
Saks Fifth Avenue|Reed Krakoff|1
Nordstrom_SS|M Missoni|1
Saks Fifth Avenue|Markus Lupfer|1
Nordstrom_SS|Alice + Olivia|1
Shopbop|Mason By Michelle Mason|1
Nordstrom_SS|Supreme Being|1
Shopbop|Edun|1
Nordstrom_SS|Dsquared|1
Target|X-Men|1
Saks Fifth Avenue|Autograph Addison|1
Bloomingdale's|Velvet By Graham & Spencer|1
Saks Fifth Avenue|Haider Ackermann|1
Bloomingdale's|Mills Supply By Splendid|1
Shopbop|Lisa Perry|1
Bloomingdale's|Splendid Mills|1
Target|Disney|1
Matches Fashion|Patrik Ervell|1
Bloomingdale's|Joan Vass|1
Matches Fashion|Juun.J|1
Bloomingdale's|Barbour|1
Matches Fashion|C.P. Company|1
Bloomingdale's|Ag|1
Matches Fashion|Marc Jacobs|1
Matches Fashion|Markus Lupfer|1
Urban Outfitters|Puma|1
Matches Fashion|Bella Freud|1
Urban Outfitters|The Fifth Label|1
Matches Fashion|Maison Martin Margiela|1
Nordstrom|Marc By Marc Jacobs|1
Urban Outfitters|Icon Brand|1
Sears|Baltimore Ravens|1
Kohls|Marc Anthony|1
Sears|Beatles,The|1
Net-A-Porter|Thakoon Addition|1
Sears|Corona|1
Nordstrom|Brixton|1
Sears|Gameness|1
Nordstrom|True Religion Brand Jeans|1
Sears|Gravis|1
Sears|Ver|1
Sears|Mickey Mouse|1
Sears|Walking Dead|1
Sears|Atreyu|1
Sears|Ford|1
Sears|Ranger Up|1
Sears|Headsweats|1
Sports Authority|Cricket World Cup|1
Sears|Ozzy Osbourne|1
Asos|Whitney Eve|1
Sears|Lucky Brand|1
Asos|Creative Recreation|1
Sears|Backstreet Boys|1
Dillard's|Forever 21|1
Sears|Eastbound & Down|1
Farfetch|David Lerner|1
Sears|Stitches|1
Farfetch|E. Tautz|1
Asos|Elise Ryan|1
Lord & Taylor|Ferrari|1
Asos|Einhorn|1
Nordstrom_SS|Hudson|1
Asos|Karen Millen|1
Nordstrom_SS|Columbia|1
Bluefly|Lily & Lionel|1
Shopbop|Swildens|1
Bluefly|Aviator|1
Shopbop|Citizens Of Humanity|1
Lord & Taylor|Context|1
Target|Marvel|1
Nordstrom_SS|Peter Pilotto|1
Matches Fashion|Isabel Marant|1
Nordstrom_SS|Angie|1
Matches Fashion|Marques'Almeida|1
Nordstrom_SS|Junya Watanabe|1
Matches Fashion|Christopher Raeburn|1
Nordstrom_SS|Tucker|1
Matches Fashion|Versus|1
Nordstrom_SS|Versace|1
Matches Fashion|Raf Simons|1
Nordstrom_SS|Andrew Christian|1
Matches Fashion|Cerruti 1881 Paris|1
Saks Fifth Avenue|Tamara Mellon|1
Matches Fashion|Maison Margiela|1
Shopbop|La Fee Verte|1
Urban Outfitters|Prince Peter|1
Shopbop|Graham & Spencer|1
Urban Outfitters|Little White Lies|1
Shopbop|Cushnie Et Ochs|1
Kohls|Cargo|1
Target|License|1
Macy's|Sanctuary|1
Bloomingdale's|French Connection|1
Macy's|Silver Jeans|1
Bloomingdale's|Threads For Thought|1
Myntra|Only|1
Kate Spade Saturday|Saturday|1
Nordstrom|Tractr|1
Matches Fashion|Rebecca Taylor|1
Nordstrom|S'Well|1
Matches Fashion|A.L.C.|1
Sears|Emma & Michele|1
Matches Fashion|Michael Bastian|1
Sears|Feathers Maternity|1
Matches Fashion|Wooyoungmi|1
Sears|Kiss|1
Urban Outfitters|Lulu & Co|1
Sears|Uconn Huskies|1
Urban Outfitters|Wood Wood|1
Sears|X-Ray|1
Kohls|Lija|1
Asos|Current/Elliott|1
Myntra|Nautica|1
Asos|Girls On Film|1
Net-A-Porter|Maison Martin Margiela|1
Asos|Cath Kidston|1
Nordstrom|House Of Mental|1
Bloomingdale's_SS|Ted Baker|1
Sears|Generic|1
Bloomingdale's_SS|Jack Spade|1
Sears|Parks And Recreation|1
Bluefly|West Coast Wardrobe|1
Sears|Sls3|1
Dillard's|T Tahari|1
Sears|Volcom|1
Dillard's|Michael Kors|1
Sears|Doctor Who|1
Farfetch|Closed|1
Sears|Lib Tech|1
Farfetch|K-Way|1
Sears|Hanson|1
Nordstrom_SS|Next|1
Sears|Green Bay Packers|1
Nordstrom_SS|Chaus|1
Asos|Soulland|1
Shopbop|Brochu Walker|1
Asos|Iska|1
Target|Disney Princess|1
Asos|Lipsy|1
Target|Olde School|1
Bloomingdale's_SS|Wayf|1
Bloomingdale's|Cake Lingerie|1
Bloomingdale's_SS|Rlx Ralph Lauren|1
Bloomingdale's|Free People|1
Bloomingdale's_SS|Mitchell & Ness|1
Matches Fashion|Prabal Gurung|1
Farfetch|Sophie Theallet|1
Matches Fashion|Vetements|1
Farfetch|Joe'S Jeans|1
Urban Outfitters|Kamali Kulture|1
Lord & Taylor|Catherine Stein|1
Urban Outfitters|Consurfvation|1
Lord & Taylor|Rare Editions|1
Macy's|Donna Morgan|1
Lord & Taylor|Strellson|1
Macy's|Trukfit|1
Lord & Taylor|Penguin|1
Myntra|Urban Yoga|1
Nordstrom_SS|Converse|1
Net-A-Porter|Canada Goose|1
Nordstrom_SS|Blue Moon|1
Net-A-Porter|Petit Bateau|1
Nordstrom_SS|Alternative|1
Nordstrom|Superfeet|1
Nordstrom_SS|Stone Island|1
Nordstrom|Gofit|1
Shopbop|R 13|1
Sears|Pink Republic|1
Target|Spiderman|1
Sears|Bumkins|1
Walmart|Bikesomewhere.Com|1
Sears|Liquid Force|1
Bloomingdale's|Nanette Lepore|1
Sears|Seattle Seahawks|1
Matches Fashion|Christophe Lemaire|1
Asos|Maidenform|1
Matches Fashion|James Perse|1
Asos|Yes To Carrots|1
Matches Fashion|Stella Mccartney|1
Asos|Penfield|1
Urban Outfitters|Rascals|1
Bloomingdale's_SS|Rebecca Taylor|1
Urban Outfitters|Staple|1
Bloomingdale's_SS|Paul Smith|1
Urban Outfitters|Brogamats|1
Bluefly|Marmot|1
Kohls|Scent-Lok|1
Farfetch|Mastermind Japan|1
Macy's|Perry Ellis|1
Farfetch|Gat Rimon|1
Macy's|John Ashford|1
Neiman Marcus|Erin Fetherston|1
Myntra|Jungle Magic|1
Nordstrom_SS|Sam Edelman|1
Net-A-Porter|Oak|1
Nordstrom_SS|Adidas Slvr|1
Net-A-Porter|Jil Sander|1
Nordstrom_SS|Globe|1
Net-A-Porter|Paul & Joe|1
Saks Fifth Avenue|Le Mystere|1
Net-A-Porter|Étoile Isabel Marant|1
Saks Fifth Avenue|Saks Fifth Avenue Black|1
Net-A-Porter|Rag & Bone|1
Shopbop|Shakuhachi|1
Net-A-Porter|Norma Kamali|1
Shopbop|By Malene Birger|1
Nordstrom|Panache|1
Shopbop|Sass & Bide|1
Sears|Seventeen|1
Shopbop|The Laundry Room|1
Sears|Prince|1
Target|Frozen|1
Sears|Nd|1
Bloomingdale's|Generation Love|1
Sears|Jimi Hendrix|1
Bloomingdale's|Macbeth Collection|1
Sears|Motor City Mechanics|1
Bloomingdale's|Eidos|1
Sears|National Football League|1
Urban Outfitters|Cosabella|1
Sears|Killian'S|1
Urban Outfitters|Drmtm|1
Sears|Fz Leather Jackets|1
Urban Outfitters|Nation Ltd|1
Asos|Rag And Bone|1
Urban Outfitters|The Narrows|1
Asos|Replay|1
Urban Outfitters|Champion Select|1
Asos|Bcbgmaxazria|1
Macy's|Alternative Apparel|1
Asos|Aqua|1
Macy's|Jm Collection|1
Asos|Gipsy|1
Net-A-Porter|Isabel Marant|1
Asos|Aster|1
Nordstrom|Le Mystère|1
Asos|Cleo By Panache|1
Nordstrom|Mitchell & Ness|1
Bluefly|Bcbgmaxazria|1
Nordstrom|Kensie|1
Dillard's|Sugar Lips|1
Sears|Bcbg|1
Dillard's|Alexander Wang|1
Sears|Hyp Naughty|1
Farfetch|Junya Watanabe|1
Sears|Lat Drop Ship|1
Farfetch|Thamanyah|1
Sears|N/A|1
Farfetch|American Rag|1
Sears|The Simpsons|1
Farfetch|Joie|1
Sears|Frogg Toggs|1
Farfetch|Steven Alan|1
Sears|Analog|1
Neiman Marcus|Trina Turk|1
Sears|Mlb|1
Neiman Marcus|Ag Adriano Goldschmied|1
Sears|Srh|1
Neiman Marcus|Chloé|1
Sears|Napoleon Dynamite Movie|1
Neiman Marcus|Marni|1
Sears|Atlanta Falcons|1
Neiman Marcus|Roberto Cavalli|1
Sears|Rolling Stones|1
Neiman Marcus|Under Armour|1
Sports Authority|Frogg Toggs|1
Nordstrom_SS|Vans|1
Sports Authority|Allen|1
Shopbop|Friend Of Mine|1
Sports Authority|Crystal River|1
Shopbop|Edith A. Miller|1
Asos|Pony|1
Shopbop|M Missoni|1
Asos|St. Tropez|1
Shopbop|Nili Lotan|1
Asos|Dr. Denim|1
Shopbop|3x1|1
Asos|Baku|1
Target|Rebels & Nomads|1
Bloomingdale's_SS|Lacoste|1
Walmart|Royal|1
Bluefly|Komarov|1
Matches Fashion|Marcelo Burlon|1
Farfetch|Tillmann Lauterbach|1
Urban Outfitters|Hope|1
Farfetch|Brochu Walker|1
Urban Outfitters|Spriritual Gangster|1
Farfetch|Philosophy Di Alberta Ferretti|1
Kohls|Wear Me Out|1
Farfetch|R & E|1
Myntra|Dream Berry|1
Neiman Marcus|Hudson|1
Net-A-Porter|Day Birger Et Mikkelsen|1
Nordstrom_SS|Hip|1
Nordstrom|Paul & Shark|1
Nordstrom_SS|Michael Bastian|1
Sears|Le Mystere|1
Saks Fifth Avenue|Prabal Gurung|1
Sears|Dethrone|1
Saks Fifth Avenue|Sauce|1
Sears|Bauerfeind|1
Saks Fifth Avenue|Under Armour|1
Sears|Imperial Motion|1
